commit_id,filename
9b751a7bc,.jenkins/metadata.json
9b751a7bc,.jenkins/remove_runnable_code.py
e2e5cb46b,.circleci/config.yml
e2e5cb46b,.circleci/config.yml.in
e2e5cb46b,.circleci/regenerate.py
75759904d,.circleci/config.yml
f383df729,beginner_source/blitz/neural_networks_tutorial.py
6be331bbb,recipes_source/recipes/loading_data_recipe.py
b6e9f3ad6,beginner_source/introyt/autogradyt_tutorial.py
d7ea223dd,beginner_source/introyt/autogradyt_tutorial.py
b9fd81c2c,.github/pytorch-probot.yml
8df0186fb,intermediate_source/memory_format_tutorial.py
5b90ecdf7,index.rst
271b83a59,_static/img/torchserve-ipex-images/1.png
271b83a59,_static/img/torchserve-ipex-images/10.png
271b83a59,_static/img/torchserve-ipex-images/11.gif
271b83a59,_static/img/torchserve-ipex-images/12.png
271b83a59,_static/img/torchserve-ipex-images/13.png
271b83a59,_static/img/torchserve-ipex-images/14.png
271b83a59,_static/img/torchserve-ipex-images/15.png
271b83a59,_static/img/torchserve-ipex-images/16.png
271b83a59,_static/img/torchserve-ipex-images/17.png
271b83a59,_static/img/torchserve-ipex-images/18.png
271b83a59,_static/img/torchserve-ipex-images/19.png
271b83a59,_static/img/torchserve-ipex-images/1_.png
271b83a59,_static/img/torchserve-ipex-images/2.png
271b83a59,_static/img/torchserve-ipex-images/20.gif
271b83a59,_static/img/torchserve-ipex-images/21.png
271b83a59,_static/img/torchserve-ipex-images/22.png
271b83a59,_static/img/torchserve-ipex-images/23.png
271b83a59,_static/img/torchserve-ipex-images/24.png
271b83a59,_static/img/torchserve-ipex-images/25.png
271b83a59,_static/img/torchserve-ipex-images/26.gif
271b83a59,_static/img/torchserve-ipex-images/27.png
271b83a59,_static/img/torchserve-ipex-images/28.png
271b83a59,_static/img/torchserve-ipex-images/29.png
271b83a59,_static/img/torchserve-ipex-images/3.png
271b83a59,_static/img/torchserve-ipex-images/30.png
271b83a59,_static/img/torchserve-ipex-images/31.png
271b83a59,_static/img/torchserve-ipex-images/4.png
271b83a59,_static/img/torchserve-ipex-images/5.png
271b83a59,_static/img/torchserve-ipex-images/6.png
271b83a59,_static/img/torchserve-ipex-images/7.png
271b83a59,_static/img/torchserve-ipex-images/8.png
271b83a59,_static/img/torchserve-ipex-images/9.gif
271b83a59,index.rst
271b83a59,intermediate_source/torchserve_with_ipex.rst
ca3f0b2c1,.circleci/config.yml
8b0894ede,advanced_source/generic_join.rst
8b0894ede,advanced_source/rpc_ddp_tutorial.rst
8b0894ede,beginner_source/dist_overview.rst
8b0894ede,intermediate_source/FSDP_tutorial.rst
8b0894ede,intermediate_source/ddp_tutorial.rst
8b0894ede,intermediate_source/dist_pipeline_parallel_tutorial.rst
8b0894ede,intermediate_source/dist_tuto.rst
8b0894ede,intermediate_source/process_group_cpp_extension_tutorial.rst
8b0894ede,intermediate_source/rpc_async_execution.rst
8b0894ede,intermediate_source/rpc_param_server_tutorial.rst
8b0894ede,intermediate_source/rpc_tutorial.rst
ce8670339,beginner_source/introyt/modelsyt_tutorial.py
1d9dc2537,LICENSE
1d9dc2537,conf.py
7b2d5dd48,.circleci/config.yml
aab1daeb6,index.rst
e6cad978f,beginner_source/examples_autograd/polynomial_custom_function.py
c577cffc5,.jenkins/build.sh
70a05c034,requirements.txt
6e21cf2e8,index.rst
cda858807,beginner_source/transfer_learning_tutorial.py
4c27d25cc,intermediate_source/FSDP_tutorial.rst
62ff2fd68,intermediate_source/torchrec_tutorial.rst
1e29d95a5,intermediate_source/FSDP_tutorial.rst
021ee9615,intermediate_source/dist_tuto.rst
dfec36ea3,intermediate_source/FSDP_tutorial.rst
fe5674f74,_static/img/distributed/DDP_memory.gif
fe5674f74,_static/img/distributed/FSDP_autowrap.gif
fe5674f74,_static/img/distributed/FSDP_memory.gif
fe5674f74,_static/img/distributed/fsdp_workflow.png
fe5674f74,_static/img/thumbnails/cropped/Getting-Started-with-FSDP.png
fe5674f74,index.rst
fe5674f74,intermediate_source/FSDP_tutorial.rst
07483e0b1,intermediate_source/forward_ad_usage.py
07483e0b1,requirements.txt
77a0912fd,.devcontainer/requirements.txt
18a964434,advanced_source/ddp_pipeline.py
18a964434,beginner_source/text_sentiment_ngrams_tutorial.py
18a964434,beginner_source/transformer_tutorial.py
18a964434,beginner_source/translation_transformer.py
18a964434,intermediate_source/pipeline_tutorial.py
9b045958d,.circleci/config.yml
9b045958d,.jenkins/build.sh
9b045958d,requirements.txt
42093e4c9,beginner_source/audio_feature_extractions_tutorial.py
a724d5897,README.md
f3f9aae6a,.jenkins/build.sh
fc8c2cd98,.jenkins/build.sh
92f01e1cc,README.md
9321af450,intermediate_source/speech_recognition_pipeline_tutorial.py
755e2a5ef,advanced_source/cpp_extension.rst
c8f730cb7,beginner_source/text_sentiment_ngrams_tutorial.py
724ce1ca8,recipes_source/recipes/saving_and_loading_a_general_checkpoint.py
0fd10e6c5,intermediate_source/speech_command_classification_with_torchaudio_tutorial.py
2a8e6b5c0,beginner_source/basics/autogradqs_tutorial.py
2f68be065,beginner_source/basics/buildmodel_tutorial.py
6cd0e06fe,_static/img/thumbnails/torchrec.png
6cd0e06fe,index.rst
6cd0e06fe,intermediate_source/torchrec_tutorial.rst
9fa30812d,intermediate_source/torchrec_tutorial.rst
7580ca154,.jenkins/build.sh
e0eb76a42,intermediate_source/torchrec_tutorial.rst
1f0b6d904,intermediate_source/dist_tuto.rst
cef13d2b3,.jenkins/build.sh
ba618b330,.circleci/config.yml
776c42e29,.jenkins/build.sh
a9c4fefe3,intermediate_source/torchrec_tutorial.rst
960e66eb5,.jenkins/build.sh
bb3523fe0,advanced_source/cpp_extension.rst
ebef6349c,.circleci/config.yml
feab8fd68,intermediate_source/realtime_rpi.rst
5bc5b94fb,_static/img/thumbnails/cropped/realtime_rpi.png
5bc5b94fb,index.rst
5bc5b94fb,intermediate_source/realtime_rpi.rst
0a6eb8237,beginner_source/transfer_learning_tutorial.py
237311d4e,requirements.txt
494b0028d,.devcontainer/requirements.txt
f7b5f1fda,intermediate_source/fx_profiling_tutorial.py
030a8e8fa,beginner_source/basics/data_tutorial.py
a6680ba48,beginner_source/basics/tensorqs_tutorial.py
8dddccc4c,beginner_source/basics/quickstart_tutorial.py
1db1c1ce9,_static/img/thumbnails/cropped/Customize-Process-Group-Backends-Using-Cpp-Extensions.png
1db1c1ce9,index.rst
1db1c1ce9,intermediate_source/process_group_cpp_extension_tutorial.rst
f769bed03,.circleci/config.yml
444fbd16f,intermediate_source/memory_format_tutorial.py
f2579c6f4,beginner_source/introyt/autogradyt_tutorial.py
6fa035e7c,beginner_source/introyt/modelsyt_tutorial.py
86abcf48b,beginner_source/introyt/introyt1_tutorial.py
eee75643b,prototype_source/tracing_based_selective_build.rst
92ca05f9d,intermediate_source/README.txt
1a83ceb95,recipes_source/intel_neural_compressor_for_pytorch.rst
1a83ceb95,recipes_source/recipes_index.rst
250f74190,beginner_source/blitz/autograd_tutorial.py
cc9d6ad65,beginner_source/basics/optimization_tutorial.py
cf97ee481,beginner_source/nlp/sequence_models_tutorial.py
48d1b22f6,beginner_source/dcgan_faces_tutorial.py
563162ab6,beginner_source/blitz/cifar10_tutorial.py
b9f9e5a1c,beginner_source/examples_nn/dynamic_net.py
9020fe35a,beginner_source/blitz/autograd_tutorial.py
b1d8993ad,beginner_source/nn_tutorial.py
0e39ee6c1,beginner_source/saving_loading_models.py
0ccfbf004,beginner_source/data_loading_tutorial.py
6d0f524c8,beginner_source/nlp/advanced_tutorial.py
b7879054f,.circleci/scripts/build_for_windows.sh
177c03fbd,beginner_source/ptcheat.rst
aecb73d1d,advanced_source/torch_script_custom_ops.rst
657f1382f,beginner_source/former_torchies/autograd_tutorial_old.py
4be0618e4,advanced_source/torch_script_custom_ops.rst
f442f270f,index.rst
1fdf1cd03,index.rst
1fdf1cd03,intermediate_source/forward_ad_usage.py
796013c10,forward_ad_usage.py
c2115df80,beginner_source/introyt.rst
c2115df80,beginner_source/introyt/README.txt
c2115df80,beginner_source/introyt/autogradyt_tutorial.py
c2115df80,beginner_source/introyt/captumyt.py
c2115df80,beginner_source/introyt/introyt1_tutorial.py
c2115df80,beginner_source/introyt/modelsyt_tutorial.py
c2115df80,beginner_source/introyt/tensorboardyt_tutorial.py
c2115df80,beginner_source/introyt/tensors_deeper_tutorial.py
c2115df80,beginner_source/introyt/tocyt.txt
c2115df80,beginner_source/introyt/trainingyt.py
c2115df80,index.rst
c2115df80,requirements.txt
db9657202,beginner_source/transfer_learning_tutorial.py
2571e95df,prototype_source/prototype_index.rst
7fc978249,beginner_source/basics/data_tutorial.py
281f3702d,advanced_source/dispatcher.rst
c25aa7ae6,beginner_source/basics/buildmodel_tutorial.py
3df4ce004,beginner_source/basics/quickstart_tutorial.py
640d55ce6,beginner_source/examples_autograd/polynomial_custom_function.py
f43f856e2,recipes_source/recipes/Captum_Recipe.py
c08519b87,beginner_source/examples_autograd/polynomial_autograd.py
c08519b87,beginner_source/examples_autograd/polynomial_custom_function.py
a04723ddb,intermediate_source/speech_recognition_pipeline_tutorial.py
5c4405627,recipes_source/intel_extension_for_pytorch.rst
5c4405627,recipes_source/recipes/intel_extension_for_pytorch.py
5c4405627,recipes_source/recipes_index.rst
96f224706,intermediate_source/forced_alignment_with_torchaudio_tutorial.py
254d927bd,index.rst
cbf2238df,intermediate_source/autograd_saved_tensors_hooks_tutorial.py
d437daee2,_static/img/thumbnails/cropped/torchaudio-asr.png
2ad37aef5,.devcontainer/requirements.txt
2ad37aef5,.jenkins/build.sh
2ad37aef5,requirements.txt
bbcf868d4,beginner_source/dist_overview.rst
18905c930,index.rst
18905c930,intermediate_source/speech_command_classification_with_torchaudio_tutorial.py
5d5f450d3,_static/img/thumbnails/cropped/torchaudio-alignment.png
5d5f450d3,index.rst
5d5f450d3,intermediate_source/forced_alignment_with_torchaudio_tutorial.py
1be495d6f,.circleci/scripts/build_for_windows.sh
1be495d6f,beginner_source/audio_data_augmentation_tutorial.py
1be495d6f,beginner_source/audio_datasets_tutorial.py
1be495d6f,beginner_source/audio_feature_augmentation_tutorial.py
1be495d6f,beginner_source/audio_feature_extractions_tutorial.py
1be495d6f,beginner_source/audio_io_tutorial.py
1be495d6f,beginner_source/audio_preprocessing_tutorial.py
1be495d6f,beginner_source/audio_resampling_tutorial.py
1be495d6f,index.rst
de46862f8,prototype_source/nnapi_mobilenetv2.rst
b6c1ae9ce,.jenkins/build.sh
aefe1f2de,intermediate_source/torchvision_tutorial.rst
526cbe598,beginner_source/basics/saveloadrun_tutorial.py
44bd518d5,_static/img/profiler_callstack.png
44bd518d5,_static/img/profiler_kernel_view.png
44bd518d5,_static/img/profiler_operator_view.png
44bd518d5,_static/img/profiler_overview1.png
44bd518d5,_static/img/profiler_overview2.png
44bd518d5,_static/img/profiler_trace_view_fwd_bwd.png
44bd518d5,_static/img/profiler_views_list.png
44bd518d5,intermediate_source/tensorboard_profiler_tutorial.py
1ef0d1113,intermediate_source/tensorboard_profiler_tutorial.py
2c599be09,_static/img/thumbnails/cropped/torchaudio-asr.png
2c599be09,index.rst
2c599be09,intermediate_source/speech_recognition_pipeline_tutorial.py
f725a0ed6,prototype_source/nnapi_mobilenetv2.rst
88e5e4ab4,.jenkins/build.sh
7007cf0b7,_static/img/tts_pipeline.png
7007cf0b7,index.rst
7007cf0b7,intermediate_source/text_to_speech_with_torchaudio.py
9de0c6475,.jenkins/build.sh
9de0c6475,_static/img/profiler_memory_curve_selecting.png
9de0c6475,_static/img/profiler_memory_curve_single.png
9de0c6475,_static/img/profiler_memory_view.png
9de0c6475,beginner_source/audio_preprocessing_tutorial.py
9de0c6475,intermediate_source/pipeline_tutorial.py
9de0c6475,intermediate_source/tensorboard_profiler_tutorial.py
d7b5f5e94,recipes_source/bundled_inputs.rst
2283a3e49,prototype_source/ios_coreml_workflow.rst
e35ec7626,intermediate_source/tensorboard_profiler_tutorial.py
cb6e5c9f2,prototype_source/tracing_based_selective_build.rst
ff1e50dd1,recipes_source/zero_redundancy_optimizer.rst
f6d75f83c,recipes_source/recipes/intel_extension_for_pytorch.py
f6d75f83c,recipes_source/recipes_index.rst
d5161086e,beginner_source/blitz/tensor_tutorial.py
521b1235e,intermediate_source/torchvision_tutorial.rst
8dab2c5eb,recipes_source/recipes/loading_data_recipe.py
c2c64c7df,.jenkins/build.sh
533531f40,beginner_source/ptcheat.rst
fc1de5f3b,beginner_source/blitz/cifar10_tutorial.py
e75bf2547,beginner_source/former_torchies/parallelism_tutorial.py
63d7bf429,intermediate_source/rpc_async_execution.rst
d228c104e,advanced_source/cpp_frontend.rst
c8d38106e,intermediate_source/rpc_async_execution.rst
dafab370c,advanced_source/dispatcher.rst
21eb3f9bf,runtime.txt
162b52d9b,advanced_source/cpp_frontend.rst
ca88f16db,beginner_source/dcgan_faces_tutorial.py
e924720de,beginner_source/nlp/word_embeddings_tutorial.py
e5a7d53bb,recipes_source/deployment_with_flask.rst
9f397dc03,advanced_source/dispatcher.rst
834c63b86,recipes_source/recipes/Captum_Recipe.py
f32d185cc,requirements.txt
e3a7def4a,.devcontainer/requirements.txt
067927177,advanced_source/neural_style_tutorial.py
011ae8a6d,prototype_source/vmap_recipe.py
a8db85b13,prototype_source/ios_gpu_workflow.rst
4e93403ad,beginner_source/audio_preprocessing_tutorial.py
572dc1357,beginner_source/basics/quickstart_tutorial.py
11df15775,prototype_source/ios_gpu_workflow.rst
5443837e2,intermediate_source/custom_function_conv_bn_tutorial.py
c0029a164,prototype_source/fx_graph_mode_quant_guide.py
c0029a164,prototype_source/fx_graph_mode_quant_guide.rst
a572f79c6,beginner_source/basics/quickstart_tutorial.py
73747abe7,beginner_source/basics/buildmodel_tutorial.py
73747abe7,beginner_source/basics/optimization_tutorial.py
3af71c993,intermediate_source/custom_function_conv_bn_tutorial.py
7e30229b5,index.rst
a9bb29b01,.gitignore
a9bb29b01,index.rst
a9bb29b01,intermediate_source/custom_function_double_backward_tutorial.rst
2855a42a3,beginner_source/basics/autogradqs_tutorial.py
2dddbd9b5,beginner_source/basics/README.txt
2dddbd9b5,beginner_source/basics/autogradqs_tutorial.py
2dddbd9b5,beginner_source/basics/buildmodel_tutorial.py
2dddbd9b5,beginner_source/basics/data_tutorial.py
2dddbd9b5,beginner_source/basics/intro.py
2dddbd9b5,beginner_source/basics/optimization_tutorial.py
2dddbd9b5,beginner_source/basics/quickstart_tutorial.py
2dddbd9b5,beginner_source/basics/saveloadrun_tutorial.py
2dddbd9b5,beginner_source/basics/tensorqs_tutorial.py
2dddbd9b5,beginner_source/basics/transforms_tutorial.py
c2c30b47f,recipes_source/recipes/defining_a_neural_network.py
f3543da1d,beginner_source/text_sentiment_ngrams_tutorial.py
350726616,advanced_source/rpc_ddp_tutorial/main.py
5273ea4cb,index.rst
9f170cc1e,prototype_source/ios_gpu_workflow.rst
fb6a49d83,advanced_source/generic_join.rst
fb6a49d83,beginner_source/dist_overview.rst
fb6a49d83,index.rst
9b5bd31c5,intermediate_source/flask_rest_api_tutorial.py
4e4730c4b,intermediate_source/memory_format_tutorial.py
e90a8a26f,prototype_source/ios_gpu_workflow.rst
ac39d0311,.circleci/config.yml
22ab21bf5,beginner_source/transformer_tutorial.py
a1ad9ed50,intermediate_source/ddp_tutorial.rst
efb676fa9,index.rst
9b7e43069,beginner_source/basics/data_tutorial.py
eccfa1470,beginner_source/audio_preprocessing_tutorial.py
4fb967e37,intermediate_source/quantized_transfer_learning_tutorial.rst
508f9768f,recipes_source/fuse.rst
508f9768f,recipes_source/mobile_perf.rst
ca3fd13c3,index.rst
ca3fd13c3,intermediate_source/custom_function_conv_bn_tutorial.py
618c89784,advanced_source/torch_script_custom_classes.rst
618c89784,advanced_source/torch_script_custom_classes/custom_class_project/class.cpp
618c89784,advanced_source/torch_script_custom_classes/custom_class_project/custom_test.py
a04bde43b,beginner_source/vt_tutorial.py
a04bde43b,index.rst
af614fa23,beginner_source/saving_loading_models.py
eabfdaf61,recipes_source/recipes/loading_data_recipe.py
b25c905f9,beginner_source/data_loading_tutorial.py
6cafb9936,beginner_source/vt_tutorial.py
24ad87fdb,beginner_source/nlp/pytorch_tutorial.py
323ff0b30,_static/img/profiler_callstack.png
323ff0b30,_static/img/profiler_distributed_view.png
323ff0b30,_static/img/profiler_kernel_view.png
323ff0b30,_static/img/profiler_memory_view.png
323ff0b30,_static/img/profiler_operator_view.png
323ff0b30,_static/img/profiler_overview1.png
323ff0b30,_static/img/profiler_overview2.png
323ff0b30,_static/img/profiler_trace_view1.png
323ff0b30,_static/img/profiler_trace_view2.png
323ff0b30,_static/img/profiler_views_list.png
323ff0b30,_static/img/profiler_vscode.png
323ff0b30,intermediate_source/tensorboard_profiler_tutorial.py
1056a2f69,recipes_source/recipes/dynamic_quantization.py
d3871ec9d,intermediate_source/dist_tuto.rst
cd2ade31e,intermediate_source/char_rnn_generation_tutorial.py
846a7276b,intermediate_source/char_rnn_generation_tutorial.py
066b4d9a5,beginner_source/basics/optimization_tutorial.py
066b4d9a5,beginner_source/basics/quickstart_tutorial.py
e8b6687c3,beginner_source/basics/quickstart_tutorial.py
2c914aa71,beginner_source/basics/transforms_tutorial.py
f07cbc510,prototype_source/prototype_index.rst
03db2af6e,intermediate_source/torchvision_tutorial.rst
243acd783,prototype_source/skip_param_init.rst
817e3aeb8,.circleci/scripts/build_for_windows.sh
5d997b2ac,prototype_source/ios_gpu_workflow.rst
5d997b2ac,prototype_source/lite_interpreter.rst
5d997b2ac,recipes_source/mobile_interpreter.rst
a981886fd,.jenkins/build.sh
a981886fd,_static/img/perf_viz.png
a981886fd,_static/img/trace_img.png
a981886fd,beginner_source/audio_preprocessing_tutorial.py
a981886fd,beginner_source/text_sentiment_ngrams_tutorial.py
a981886fd,beginner_source/transformer_tutorial.py
a981886fd,intermediate_source/pipeline_tutorial.py
a981886fd,prototype_source/numeric_suite_tutorial.py
a981886fd,recipes_source/recipes/profiler_recipe.py
973193b4e,beginner_source/translation_transformer.py
07890e045,advanced_source/ddp_pipeline.py
9259e7b12,intermediate_source/pipeline_tutorial.py
f99029184,requirements.txt
34e69c78b,.devcontainer/requirements.txt
ed8f3ff7d,recipes_source/recipes/tensorboard_with_pytorch.py
7248f4feb,.circleci/config.yml
3d73e9fd4,prototype_source/prototype_index.rst
3d73e9fd4,recipes_source/recipes_index.rst
2478d7ff3,recipes_source/mobile_interpreter.rst
2478d7ff3,recipes_source/mobile_perf.rst
3945dd812,beginner_source/dcgan_faces_tutorial.py
7f331aebd,beginner_source/text_sentiment_ngrams_tutorial.py
4e1e4882e,beginner_source/basics/buildmodel_tutorial.py
07fc67428,recipes_source/recipes/tuning_guide.py
a16270286,intermediate_source/seq2seq_translation_tutorial.py
4526e06c7,beginner_source/basics/data_tutorial.py
39d641b66,intermediate_source/dist_tuto.rst
c38ba8632,beginner_source/basics/data_tutorial.py
fd97ed450,beginner_source/chatbot_tutorial.py
ee3777072,_static/images/microsoft-logo.svg
ee3777072,_templates/layout.html
ee3777072,beginner_source/basics/intro.py
aff18d84b,index.rst
4e1d8d295,beginner_source/basics/data_tutorial.py
7a432d8d0,advanced_source/rpc_ddp_tutorial.rst
7a432d8d0,advanced_source/rpc_ddp_tutorial/main.py
93a8fdfd0,index.rst
7e19410c4,advanced_source/rpc_ddp/main.py
7e19410c4,advanced_source/rpc_ddp_tutorial.rst
5aabdab98,custom_directives.py
09a20e84f,index.rst
22090f632,intermediate_source/seq2seq_translation_tutorial.py
35833c1a6,advanced_source/rpc_ddp_tutorial.rst
f2aee2323,advanced_source/rpc_ddp_tutorial/main.py
6efe1c556,recipes_source/recipes/dynamic_quantization.py
990fd1a63,intermediate_source/tensorboard_tutorial.rst
5d3d8cfab,intermediate_source/model_parallel_tutorial.py
580903e3e,beginner_source/blitz/cifar10_tutorial.py
580903e3e,beginner_source/blitz/neural_networks_tutorial.py
024481553,_templates/layout.html
024481553,conf.py
e24dcedb9,advanced_source/extend_dispatcher.rst
e24dcedb9,advanced_source/torch-script-parallelism.rst
e24dcedb9,advanced_source/torch_script_custom_ops.rst
e24dcedb9,beginner_source/hyperparameter_tuning_tutorial.py
e24dcedb9,prototype_source/fx_graph_mode_ptq_static.rst
e24dcedb9,recipes_source/android_native_app_with_custom_op.rst
940666af0,beginner_source/basics/data_tutorial.py
5b127c53a,beginner_source/basics/autogradqs_tutorial.py
3a03e1d12,intermediate_source/flask_rest_api_tutorial.py
ef109f006,beginner_source/text_sentiment_ngrams_tutorial.py
0686324ff,beginner_source/data_loading_tutorial.py
a407adcb5,beginner_source/transfer_learning_tutorial.py
6c7d1837c,beginner_source/basics/optimization_tutorial.py
cf10bed4d,intermediate_source/parametrizations.py
eba267817,index.rst
